"Population","Reference Type","Author","Publication Year","Title","From Year","To Year"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Yankee Fork","2004","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1961","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1961","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Yankee Fork","2004","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1961","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Yankee Fork","2004","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1961","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Entiat R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1960","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Entiat R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Entiat R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Methow R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1960","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Methow R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Methow R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Wenatchee R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1960","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Wenatchee R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Spring Chinook ESU -Wenatchee R.","2007","2011"
"Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1960","2003"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Deschutes R. Eastside","2006","2011"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1990","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1990","2013"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1990","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Deschutes R. Eastside","2006","2011"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1990","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1990","2013"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Deschutes R. Eastside","2006","2011"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1990","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter.","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS","1990","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Eastside Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1990","2013"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Deschutes R. Westside","2006","2011"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1980","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1980","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Deschutes R. Westside","2006","2011"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1980","2005"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Deschutes R. Westside","2006","2011"
"Steelhead (Middle Columbia River DPS) - Deschutes River Westside Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1980","2005"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Fifteenmile Cr.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2005"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Fifteenmile Cr.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1985","2005"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Fifteenmile Cr.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2005"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Fifteenmile Cr.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-John Day Lower Mainstem","2006","2010"
"Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-John Day Upper Mainstem","2006","2010"
"Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1965","2005"
"Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1965","2005"
"Steelhead (Middle Columbia River DPS) - Middle Fork John Day River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1966","2005"
"Steelhead (Middle Columbia River DPS) - Middle Fork John Day River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1966","2005"
"Steelhead (Middle Columbia River DPS) - Middle Fork John Day River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Middle Fork John Day","2006","2010"
"Steelhead (Middle Columbia River DPS) - Middle Fork John Day River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1966","2005"
"Steelhead (Middle Columbia River DPS) - Middle Fork John Day River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1966","2005"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Naches R.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2004","2012"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1985","2003"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Naches R.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Naches R.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Naches River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-North Fork John Day","2006","2010"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1966","2005"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1965","2013"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1966","2005"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-North Fork John Day","2006","2010"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1966","2005"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1965","2013"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-North Fork John Day","2006","2010"
